State,District,Murder,Attempt_to_commit_Murder,Rape,Kidnapping_Abduction,Robbery,Burglary,Theft,Riots,Cheating,Hurt,Dowry_Deaths,Assault_on_Women,Sexual_Harassment,Stalking,Death_by_Negligence,Extortion,Incidence_of_Rash_Driving,Total
Tripura,South,17,20,20,11,5,22,22,11,14,178,4,47,2,0,22,0,59,454
Tripura,Unakoti,8,9,24,11,4,9,22,13,9,127,1,29,20,0,14,0,31,331
Tripura,West,41,15,69,33,19,96,151,19,55,337,3,161,37,6,46,7,175,1270
Tripura,Total,140,79,239,126,43,219,369,82,145,1232,33,492,82,8,171,12,548,4020
Uttar Pradesh,Agra,178,99,77,463,218,326,3512,413,382,317,87,281,237,22,434,48,537,7631
Uttar Pradesh,Aligarh,179,257,112,471,242,302,2297,409,354,285,69,307,105,0,328,31,459,6207
Uttar Pradesh,Allahabad,132,121,109,330,125,381,2245,118,511,353,53,309,206,56,450,0,651,6150
Uttar Pradesh,Ambedkar Nagar,24,24,20,59,13,22,86,37,43,126,11,16,16,0,53,0,122,672
Uttar Pradesh,Amethi,36,50,27,115,20,51,113,39,41,192,15,78,0,0,133,0,93,1003
Uttar Pradesh,Amroha,60,63,35,120,44,50,399,44,140,119,23,81,27,23,198,0,189,1615
Uttar Pradesh,Auraiya,34,25,21,99,14,26,165,20,78,7,34,73,56,6,175,0,176,1009
Uttar Pradesh,Azamgarh,68,74,42,183,73,143,387,190,134,313,34,102,52,28,263,6,218,2310
Uttar Pradesh,Badaun,120,162,71,164,53,50,331,9,68,323,56,148,141,4,214,17,221,2152
Uttar Pradesh,Baghpat,83,84,35,121,45,34,332,54,61,9,14,96,35,20,93,0,110,1226
Uttar Pradesh,Bahraich,53,35,68,202,14,84,258,73,93,169,51,45,0,0,131,0,122,1398
Uttar Pradesh,Ballia,36,29,21,116,28,80,287,95,83,188,24,71,65,2,121,0,84,1330
Uttar Pradesh,Balrampur,28,13,19,67,4,24,68,22,27,45,13,28,16,1,17,0,18,410
Uttar Pradesh,Banda,42,59,71,151,25,86,240,78,65,40,39,185,32,11,125,0,219,1468
Uttar Pradesh,Barabanki,57,42,35,65,17,29,113,2,148,306,25,51,24,1,255,3,199,1372
Uttar Pradesh,Bareilly,132,192,76,337,80,151,886,153,462,181,74,252,251,1,247,87,312,3874
Uttar Pradesh,Basti,31,8,15,53,11,24,85,20,19,86,15,27,19,3,105,0,56,577
Uttar Pradesh,Bijnor,84,63,80,184,59,94,434,71,203,16,26,175,114,25,253,6,86,1973
Uttar Pradesh,Bulandshahar,171,213,82,291,122,119,841,157,17,17,55,239,57,20,378,28,309,3116
Uttar Pradesh,Chandoli,20,14,26,78,27,52,156,38,152,207,20,92,60,6,103,4,67,1122
Uttar Pradesh,Chitrakoot,33,8,23,46,6,62,81,12,40,16,23,56,33,2,80,0,112,633
Uttar Pradesh,Deoria,42,24,35,137,13,55,182,81,35,209,31,68,2,4,174,2,170,1264
Uttar Pradesh,Etah,65,137,54,172,63,66,399,110,26,322,42,114,18,7,188,3,273,2059
Uttar Pradesh,Etawah,55,94,30,136,113,65,506,26,119,100,31,80,55,3,211,0,326,1950
Uttar Pradesh,Faizabad,32,31,37,120,25,79,295,28,138,208,13,91,38,7,190,0,222,1554
Uttar Pradesh,Fatehgarh,58,70,19,148,21,47,230,34,43,7,39,38,29,8,132,0,202,1125
Uttar Pradesh,Fatehpur,55,36,58,131,21,74,217,40,93,273,43,101,71,4,288,8,248,1761
Uttar Pradesh,Firozabad,140,162,61,284,92,112,687,201,175,347,55,131,17,5,322,44,352,3187
Uttar Pradesh,G. R. P.,30,15,5,39,27,1,4061,6,26,12,1,64,15,45,3,0,0,4350
Uttar Pradesh,Gautambudh Nagar,104,106,54,210,227,202,3680,187,382,17,35,161,121,24,374,13,621,6518
Uttar Pradesh,Ghaziabad,166,124,118,482,114,210,3392,70,493,19,38,283,164,59,398,36,526,6692
Uttar Pradesh,Ghazipur,64,70,24,128,32,81,260,93,93,273,31,69,20,6,107,0,75,1426
Uttar Pradesh,Gonda,45,50,37,139,18,75,180,48,135,237,28,56,17,2,132,0,115,1314
Uttar Pradesh,Gorakhpur,113,116,92,299,89,230,804,193,266,363,58,132,78,40,298,26,408,3605
Uttar Pradesh,Hamirpur,31,23,29,68,18,29,83,34,31,52,26,97,75,3,77,0,118,794
Uttar Pradesh,Hapur,42,71,46,82,35,31,493,34,88,11,16,62,21,3,171,4,140,1350
Uttar Pradesh,Hardoi,79,53,39,177,13,47,275,36,95,418,40,93,2,1,323,0,284,1975
Uttar Pradesh,Hathras,72,44,60,146,56,70,339,112,89,101,24,121,52,8,177,12,183,1666
Uttar Pradesh,Jalaun,36,32,12,64,12,40,117,11,42,11,30,44,15,1,118,0,109,694
Uttar Pradesh,Jaunpur,55,61,50,133,58,96,297,107,70,416,47,62,21,6,199,0,136,1814
Uttar Pradesh,Jhansi,68,44,28,112,22,44,316,54,17,20,33,85,29,16,161,20,214,1283
Uttar Pradesh,Kannauj,39,31,22,100,8,24,147,10,74,2,31,98,6,6,167,0,229,994
Uttar Pradesh,Kanpur Dehat,46,28,20,157,24,22,121,40,68,140,35,95,0,0,224,0,261,1281
Uttar Pradesh,Kanpur Nagar,137,89,78,442,139,250,1536,224,546,238,73,261,122,73,532,1,752,5493
Uttar Pradesh,Kasganj,20,56,19,102,7,33,192,41,0,154,29,58,33,10,75,8,103,940
Uttar Pradesh,Kaushambi,40,11,14,92,13,56,154,23,74,123,27,120,113,1,141,0,149,1151
Uttar Pradesh,Khiri,79,100,49,214,33,67,611,65,118,281,51,107,0,0,263,1,183,2222
Uttar Pradesh,Kushi Nagar,36,12,22,141,7,40,136,119,63,261,31,53,48,0,204,0,178,1351
Uttar Pradesh,Lalitpur,27,7,25,34,15,12,59,26,42,10,12,38,26,3,58,0,79,473
Uttar Pradesh,Lucknow,132,99,68,377,60,623,3192,174,923,34,52,392,277,73,533,45,780,7834
Uttar Pradesh,Maharajganj,33,6,32,103,14,27,61,37,52,150,26,29,12,2,99,2,76,761
Uttar Pradesh,Mahoba,27,29,22,58,18,34,57,26,30,3,14,62,26,1,84,0,78,569
Uttar Pradesh,Mainpuri,57,116,23,142,34,57,476,85,75,171,37,69,0,0,248,0,296,1886
Uttar Pradesh,Mathura,86,147,73,191,89,110,1159,190,267,245,48,114,14,6,384,28,390,3541
Uttar Pradesh,Mau,28,66,25,88,23,67,226,84,101,227,16,51,11,4,116,6,86,1225
Uttar Pradesh,Meerut,226,308,93,438,341,279,3550,283,431,24,53,412,179,56,348,0,700,7721
Uttar Pradesh,Mirzapur,25,4,19,12,5,19,45,1,0,89,26,10,10,0,66,1,67,399
Uttar Pradesh,Moradabad,90,80,89,190,66,120,788,78,221,51,36,189,104,26,209,0,193,2530
Uttar Pradesh,Muzaffarnagar,137,157,37,242,95,36,800,135,145,13,17,148,51,14,225,39,227,2518
Uttar Pradesh,Pilibhit,54,38,69,128,29,52,200,13,123,2,25,107,15,2,133,0,235,1225
Uttar Pradesh,Pratapgarh,72,136,68,248,53,159,431,200,185,306,21,165,125,8,160,0,172,2509
Uttar Pradesh,Raibareilly,50,44,48,113,15,82,195,60,67,144,27,69,0,2,172,0,103,1191
Uttar Pradesh,Rampur,54,77,34,100,25,53,344,32,122,0,18,54,54,0,174,0,215,1356
Uttar Pradesh,Saharanpur,92,91,73,273,110,106,793,167,214,20,28,167,64,25,195,37,161,2616
Uttar Pradesh,Sambhal,73,80,48,146,45,56,293,66,87,29,26,72,64,3,102,0,95,1285
Uttar Pradesh,Sant Kabirnagar,28,3,23,39,10,23,59,22,30,146,11,25,22,0,69,0,61,571
Uttar Pradesh,Shahjahanpur,88,136,83,210,62,59,281,36,118,282,61,181,176,0,241,0,245,2259
Uttar Pradesh,Shamli,67,76,32,100,54,49,329,100,73,43,18,58,43,7,44,0,58,1151
Uttar Pradesh,Shrawasti,15,10,5,40,5,35,49,16,65,165,9,31,6,0,39,0,28,518
Uttar Pradesh,Sidharthnagar,17,13,20,58,16,48,62,25,15,1,20,27,24,2,50,0,34,432
Uttar Pradesh,Sitapur,91,45,74,216,40,84,384,65,78,125,46,163,155,0,174,0,162,1902
Uttar Pradesh,Sonbhadra,32,4,26,20,2,28,77,3,8,152,6,24,21,1,124,1,56,585
Uttar Pradesh,St.Ravidasnagar,17,2,19,34,8,40,73,1,28,55,23,12,11,0,75,0,44,442
Uttar Pradesh,Sultanpur,53,41,46,157,56,119,331,69,88,206,21,67,58,3,147,0,160,1622
Uttar Pradesh,Unnao,77,31,69,268,44,82,334,46,135,35,31,237,35,0,318,4,277,2023
Uttar Pradesh,Varanasi,52,52,47,166,46,126,706,76,393,209,42,176,124,24,227,38,184,2688
Uttar Pradesh,Total,5150,5223,3467,12361,3920,6921,48380,6197,10636,10867,2469,8605,4435,835,14619,609,16199,160893
Uttarakhand,Almora,4,2,6,40,1,7,8,3,4,1,1,4,0,0,4,0,9,94
Uttarakhand,Bageshwar,5,1,3,0,0,5,6,0,3,1,0,4,0,0,2,0,3,33
Uttarakhand,Chamoli,3,2,4,7,1,7,8,3,3,2,1,9,0,0,4,0,0,54
Uttarakhand,Champawat,2,0,8,0,0,1,6,4,5,2,0,5,0,0,7,0,0,40
Uttarakhand,Dehradun,26,23,55,69,39,104,439,93,127,34,10,80,15,3,145,10,173,1445
Uttarakhand,Haridwar,73,69,73,241,70,66,562,158,174,43,0,99,0,0,151,0,139,1918
Uttarakhand,Nainital,28,18,36,160,5,35,157,29,36,20,5,38,7,4,85,0,133,796
Uttarakhand,Pauri Garhwal,6,1,8,62,3,10,37,11,14,7,7,12,0,0,9,1,11,199
Uttarakhand,Pithoragarh,4,2,8,11,2,8,10,8,2,2,3,9,0,0,5,0,5,79
Uttarakhand,Rudra Prayag,4,1,4,7,1,14,10,5,3,3,1,9,0,0,7,0,5,74
Uttarakhand,Tehri Garhwal,6,2,7,13,1,4,19,5,9,9,0,0,0,0,10,0,0,85
Uttarakhand,Udhamsingh Nagar,55,50,49,66,31,53,468,109,6,56,10,67,0,0,231,0,0,1251
Uttarakhand,Uttarkashi,2,0,9,15,1,9,7,8,4,1,0,7,0,0,1,0,7,71
Uttarakhand,Total,218,171,270,691,155,323,1737,436,390,181,38,343,22,7,661,11,485,6139
West Bengal,North 24 Parganas,141,691,227,728,42,3,1354,330,323,1901,66,319,0,0,275,18,441,6859
West Bengal,South 24 Parganas,248,280,341,749,43,135,1523,1818,542,795,53,313,110,64,355,21,739,8129
West Bengal,Alipurduar,49,40,118,176,2,5,654,9,85,19,2,83,18,7,66,11,0,1344
West Bengal,Asansol-Durgapur PC,52,165,58,134,12,10,642,185,153,2,28,160,32,8,212,0,227,2080
West Bengal,Bankura,75,106,79,71,32,11,241,92,74,50,18,121,18,1,201,8,173,1371
West Bengal,Barrackpur PC,86,199,77,354,13,0,1220,71,506,940,21,201,58,5,230,18,498,4497
West Bengal,Bidhannagar PC,18,12,24,102,8,7,568,35,228,111,6,97,49,5,52,4,168,1494
West Bengal,Birbhum,110,198,82,125,43,13,385,227,137,665,8,99,22,1,267,7,169,2558
West Bengal,Burdwan,133,461,121,241,28,5,732,268,392,223,12,273,75,0,481,0,297,3742
West Bengal,Coochbehar,80,134,141,416,8,6,387,52,110,802,21,151,15,2,142,17,155,2639
West Bengal,Dakshin Dinajpur,44,158,64,206,4,2,200,9,51,396,13,51,2,0,130,9,157,1496
West Bengal,Darjeeling,29,39,60,65,9,3,368,7,47,402,0,95,5,3,100,11,198,1441
West Bengal,Hooghly,125,38,110,355,20,12,1076,343,592,75,34,226,38,4,366,3,431,3848
West Bengal,Howrah G. R. P.,82,246,77,181,9,22,284,127,143,835,5,181,48,5,238,46,269,2798
West Bengal,Howrah PC,43,28,43,202,29,9,1126,28,375,330,4,318,124,17,105,43,401,3225
West Bengal,Howrah Rural,11,6,3,5,2,0,288,1,10,0,1,13,0,1,0,1,1,343
West Bengal,Jalpaiguri,57,60,129,218,9,6,764,5,30,42,16,199,71,0,193,7,198,2004
West Bengal,Jhargram Police District,28,11,29,25,4,9,113,21,15,39,3,70,8,1,45,2,44,467
West Bengal,Kharagpur G. R. P.,7,0,0,3,2,0,155,2,3,1,0,6,0,1,3,0,5,188
West Bengal,Kolkata,83,102,154,423,33,66,4623,316,2027,917,12,585,134,119,470,177,4358,14599
West Bengal,Malda,102,664,252,340,26,7,429,43,114,1313,31,331,21,0,245,0,188,4106
West Bengal,Murshidabad,158,2249,474,596,19,3,947,84,182,3813,36,526,69,4,387,20,459,10026
West Bengal,Nadia,166,654,204,463,41,1,1017,133,380,1106,50,192,0,0,333,75,416,5231
West Bengal,Paschim Medinipur,104,264,91,208,47,6,745,176,111,89,21,558,0,0,343,22,377,3162
West Bengal,Purab Medinipur,100,81,112,317,25,7,544,433,119,15,27,159,36,5,361,9,440,2790
West Bengal,Purulia,72,61,72,54,17,4,190,64,30,238,4,142,0,0,127,4,63,1142
West Bengal,Sealdah G. R. P.,23,11,7,20,0,0,346,5,10,59,1,46,0,0,0,0,0,528
West Bengal,Siliguri G. R. P.,8,2,1,4,1,0,148,0,0,0,0,9,2,3,0,0,0,178
West Bengal,Siliguri PC,46,49,72,154,15,3,1125,3,289,265,2,165,115,0,113,0,317,2733
West Bengal,Uttar Dinajpur,90,346,187,350,63,4,721,24,161,2793,9,157,7,6,2,22,491,5433
West Bengal,Total,2370,7355,3409,7285,606,359,22915,4911,7239,18236,504,5846,1077,262,5842,555,11680,100451
A&N Islands,South Andaman,5,10,19,14,2,53,35,10,66,20,3,27,8,4,18,0,152,446
A&N Islands,North & Middle Andaman,2,1,11,8,0,8,10,0,5,9,0,14,10,0,4,0,39,121
A&N Islands,Nicobar,1,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,7,15
A&N Islands,Total,8,11,32,22,2,64,45,10,71,29,3,41,18,4,24,0,198,582
Chandigarh,Chandigarh,24,33,59,187,65,134,1260,27,247,19,2,87,31,10,97,6,277,2565
Chandigarh,Total,24,33,59,187,65,134,1260,27,247,19,2,87,31,10,97,6,277,2565
D&N Haveli,D&N Haveli,4,1,5,14,2,15,38,6,22,13,0,2,0,0,65,10,34,231
D&N Haveli,Total,4,1,5,14,2,15,38,6,22,13,0,2,0,0,65,10,34,231
Daman & Diu,Daman,6,4,2,10,5,21,29,4,36,13,0,2,2,0,11,3,15,163
Daman & Diu,Diu,1,2,0,0,0,0,2,0,2,2,0,1,1,0,6,0,10,27
Daman & Diu,Total,7,6,2,10,5,21,31,4,38,15,0,3,3,0,17,3,25,190
Delhi UT,Central,30,44,91,305,288,576,4124,6,287,40,7,212,54,26,87,18,416,6611
Delhi UT,Crime Branch,0,3,1,1,0,0,0,0,35,0,0,1,0,1,0,3,0,45
Delhi UT,East,61,93,230,678,789,999,9437,23,528,37,15,446,171,91,131,39,846,14614
Delhi UT,EOW,0,0,0,0,0,0,0,0,45,0,0,2,0,2,0,0,0,49
Delhi UT,IGI Airport,1,0,0,3,3,1,157,0,14,1,0,12,3,2,7,1,27,232
Delhi UT,Metro,0,3,1,10,4,2,2198,1,17,2,0,28,5,2,2,0,1,2276
Delhi UT,New Delhi,6,8,20,44,63,53,1252,16,109,4,2,56,25,14,59,7,392,2130
Delhi UT,North,31,28,60,279,353,653,4309,12,317,28,6,180,42,16,151,15,514,6994
Delhi UT,North-East,84,110,237,1047,1286,1049,8185,25,353,71,27,492,171,47,120,29,656,13989
Delhi UT,North-West,48,81,165,663,734,935,7341,8,389,93,14,404,109,61,186,8,631,11870
Delhi UT,Outer,87,89,259,1198,1009,1842,10031,13,431,75,22,428,133,52,353,28,967,17017
Delhi UT,RAILWAY,10,4,1,38,62,0,1455,3,6,6,0,19,15,2,2,0,5,1628
Delhi UT,South,40,58,280,627,496,1249,8670,0,563,82,6,595,150,0,190,26,1215,14247
Delhi UT,South-East,67,83,266,683,394,1065,7557,20,430,109,24,469,85,74,210,19,1124,12679
Delhi UT,South-West,66,88,234,719,403,913,4632,5,519,66,17,494,86,99,215,25,982,9563
Delhi UT,Spl Cell,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,6
Delhi UT,SPUWAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,Vigilance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,West,55,77,251,848,580,972,9404,3,555,76,13,484,137,52,246,16,984,14753
Delhi UT,Total,586,770,2096,7143,6464,10309,78753,135,4601,690,153,4322,1186,541,1959,235,8760,128703
Lakshadweep,Lakshadweep,0,0,1,0,0,10,15,0,0,1,0,1,0,0,0,0,1,29
Lakshadweep,Total,0,0,1,0,0,10,15,0,0,1,0,1,0,0,0,0,1,29
Puducherry,Karaikal,6,1,3,1,1,18,33,4,4,8,0,12,4,0,44,0,199,338
Puducherry,Puducherry,19,14,7,12,5,43,391,12,55,97,1,20,8,1,165,9,974,1833
Puducherry,Total,25,15,10,13,6,61,424,16,59,105,1,32,12,1,209,9,1173,2171
